ensembl_gene_id,hgnc_symbol,hg
ENSG00000170390,DCLK2,hg38
ENSG00000170396,ZNF804A,hg38
ENSG00000170412,GPRC5C,hg38
ENSG00000170417,TMEM182,hg38
ENSG00000170419,VSTM2A,hg38
ENSG00000170421,KRT8,hg38
ENSG00000170423,KRT78,hg38
ENSG00000170425,ADORA2B,hg38
ENSG00000170426,SDR9C7,hg38
ENSG00000170430,MGMT,hg38
ENSG00000170439,METTL7B,hg38
ENSG00000170442,KRT86,hg38
ENSG00000170445,HARS,hg38
ENSG00000170448,NFXL1,hg38
ENSG00000170454,KRT75,hg38
ENSG00000170456,DENND5B,hg38
ENSG00000170458,CD14,hg38
ENSG00000170464,DNAJC18,hg38
ENSG00000170465,KRT6C,hg38
ENSG00000170468,RIOX1,hg38
ENSG00000170469,SPATA24,hg38
ENSG00000170471,RALGAPB,hg38
ENSG00000170473,PYM1,hg38
ENSG00000170476,MZB1,hg38
ENSG00000170477,KRT4,hg38
ENSG00000170482,SLC23A1,hg38
ENSG00000170484,KRT74,hg38
ENSG00000170485,NPAS2,hg38
ENSG00000170486,KRT72,hg38
ENSG00000170498,KISS1,hg38
ENSG00000170500,LONRF2,hg38
ENSG00000170502,NUDT9,hg38
ENSG00000170509,HSD17B13,hg38
ENSG00000170515,PA2G4,hg38
ENSG00000170516,COX7B2,hg38
ENSG00000170522,ELOVL6,hg38
ENSG00000170523,KRT83,hg38
ENSG00000170525,PFKFB3,hg38
ENSG00000170537,TMC7,hg38
ENSG00000170540,ARL6IP1,hg38
ENSG00000170542,SERPINB9,hg38
ENSG00000170545,SMAGP,hg38
ENSG00000170549,IRX1,hg38
ENSG00000170558,CDH2,hg38
ENSG00000170561,IRX2,hg38
ENSG00000170571,EMB,hg38
ENSG00000170577,SIX2,hg38
ENSG00000170579,DLGAP1,hg38
ENSG00000170581,STAT2,hg38
ENSG00000170584,NUDCD2,hg38
ENSG00000170590,LINC00266-3,hg37
ENSG00000170604,IRF2BP1,hg38
ENSG00000170605,OR9K2,hg38
ENSG00000170606,HSPA4,hg38
ENSG00000170608,FOXA3,hg38
ENSG00000170613,FAM71B,hg38
ENSG00000170615,SLC26A5,hg38
ENSG00000170616,SCRT1,hg37
ENSG00000170619,COMMD5,hg38
ENSG00000170624,SGCD,hg38
ENSG00000170627,GTSF1,hg38
ENSG00000170629,DPY19L2P2,hg38
ENSG00000170631,ZNF16,hg38
ENSG00000170632,ARMC10,hg38
ENSG00000170633,RNF34,hg38
ENSG00000170634,ACYP2,hg38
ENSG00000170638,TRABD,hg38
ENSG00000170647,TMEM133,hg37
ENSG00000170653,ATF7,hg38
ENSG00000170667,RASA4B,hg38
ENSG00000170677,SOCS6,hg38
ENSG00000170681,CAVIN4,hg38
ENSG00000170683,OR10A3,hg38
ENSG00000170684,ZNF296,hg38
ENSG00000170688,OR5E1P,hg38
ENSG00000170689,HOXB9,hg38
ENSG00000170703,TTLL6,hg38
ENSG00000170727,BOP1,hg37
ENSG00000170734,POLH,hg38
ENSG00000170743,SYT9,hg38
ENSG00000170745,KCNS3,hg38
ENSG00000170748,RBMXL2,hg38
ENSG00000170759,KIF5B,hg38
ENSG00000170775,GPR37,hg38
ENSG00000170776,AKAP13,hg38
ENSG00000170777,TPD52L3,hg38
ENSG00000170779,CDCA4,hg38
ENSG00000170782,OR10A4,hg38
ENSG00000170786,SDR16C5,hg38
ENSG00000170788,DYDC1,hg38
ENSG00000170790,OR10A2,hg38
ENSG00000170791,CHCHD7,hg38
ENSG00000170801,HTRA3,hg38
ENSG00000170802,FOXN2,hg38
ENSG00000170803,OR2AG1,hg37
ENSG00000170807,LMOD2,hg38
ENSG00000170819,BFSP2,hg38
ENSG00000170820,FSHR,hg38
ENSG00000170827,CELP,hg38
ENSG00000170832,USP32,hg38
ENSG00000170835,CEL,hg38
ENSG00000170836,PPM1D,hg38
ENSG00000170837,GPR27,hg38
ENSG00000170848,PSG6,hg38
ENSG00000170852,KBTBD2,hg38
ENSG00000170854,RIOX2,hg38
ENSG00000170855,TRIAP1,hg38
ENSG00000170858,LILRP2,hg38
ENSG00000170860,LSM3,hg38
ENSG00000170866,LILRA3,hg37
ENSG00000170871,KIAA0232,hg38
ENSG00000170873,MTSS1,hg38
ENSG00000170876,TMEM43,hg38
ENSG00000170881,RNF139,hg38
ENSG00000170889,RPS9,hg38
ENSG00000170890,PLA2G1B,hg38
ENSG00000170891,CYTL1,hg38
ENSG00000170892,TSEN34,hg38
ENSG00000170893,TRH,hg38
ENSG00000170899,GSTA4,hg38
ENSG00000170903,MSANTD4,hg38
ENSG00000170906,NDUFA3,hg38
ENSG00000170909,OSCAR,hg38
ENSG00000170915,PAQR8,hg38
ENSG00000170917,NUDT6,hg38
ENSG00000170919,TPT1-AS1,hg38
ENSG00000170920,OR7G3,hg38
ENSG00000170921,TANC2,hg38
ENSG00000170923,OR7G2,hg38
ENSG00000170925,TEX13B,hg38
ENSG00000170927,PKHD1,hg38
ENSG00000170929,OR1M1,hg38
ENSG00000170935,NCBP2L,hg38
ENSG00000170946,DNAJC24,hg38
ENSG00000170948,MBD3L1,hg38
ENSG00000170949,ZNF160,hg38
ENSG00000170950,PGK2,hg38
ENSG00000170953,OR8B12,hg38
ENSG00000170954,ZNF415,hg38
ENSG00000170955,CAVIN3,hg38
ENSG00000170956,CEACAM3,hg38
ENSG00000170959,DCDC1,hg38
ENSG00000170961,HAS2,hg38
ENSG00000170962,PDGFD,hg38
ENSG00000170965,PLAC1,hg38
ENSG00000170967,DDI1,hg38
ENSG00000170983,LINC00208,hg38
ENSG00000170989,S1PR1,hg38
ENSG00000171004,HS6ST2,hg38
ENSG00000171014,OR4D5,hg38
ENSG00000171016,PYGO1,hg38
ENSG00000171017,LRRC8E,hg38
ENSG00000171033,PKIA,hg38
ENSG00000171044,XKR6,hg38
ENSG00000171045,TSNARE1,hg38
ENSG00000171049,FPR2,hg38
ENSG00000171051,FPR1,hg38
ENSG00000171053,PATE1,hg38
ENSG00000171054,OR13H1,hg38
ENSG00000171055,FEZ2,hg38
ENSG00000171056,SOX7,hg38
ENSG00000171060,C8orf74,hg38
ENSG00000171067,C11orf24,hg38
ENSG00000171084,FAM86JP,hg38
ENSG00000171094,ALK,hg38
ENSG00000171097,KYAT1,hg38
ENSG00000171100,MTM1,hg38
ENSG00000171101,SIGLEC17P,hg38
ENSG00000171102,OBP2B,hg38
ENSG00000171103,TRMT61B,hg38
ENSG00000171105,INSR,hg38
ENSG00000171109,MFN1,hg38
ENSG00000171115,GIMAP8,hg38
ENSG00000171116,HSFX1,hg38
ENSG00000171119,NRTN,hg38
ENSG00000171121,KCNMB3,hg38
ENSG00000171124,FUT3,hg38
ENSG00000171126,KCNG3,hg38
ENSG00000171129,HSFX2,hg37
ENSG00000171130,ATP6V0E2,hg38
ENSG00000171132,PRKCE,hg38
ENSG00000171133,OR2K2,hg38
ENSG00000171135,JAGN1,hg38
ENSG00000171136,RLN3,hg38
ENSG00000171148,TADA3,hg38
ENSG00000171150,SOCS5,hg38
ENSG00000171155,C1GALT1C1,hg38
ENSG00000171159,C9orf16,hg38
ENSG00000171160,MORN4,hg38
ENSG00000171161,ZNF672,hg38
ENSG00000171163,ZNF692,hg38
ENSG00000171169,NAIF1,hg38
ENSG00000171174,RBKS,hg38
ENSG00000171180,OR2M4,hg38
ENSG00000171189,GRIK1,hg38
ENSG00000171195,MUC7,hg38
ENSG00000171199,OPRPN,hg38
ENSG00000171201,SMR3B,hg38
ENSG00000171202,TMEM126A,hg38
ENSG00000171204,TMEM126B,hg38
ENSG00000171206,TRIM8,hg38
ENSG00000171208,NETO2,hg38
ENSG00000171209,CSN3,hg38
ENSG00000171217,CLDN20,hg38
ENSG00000171219,CDC42BPG,hg38
ENSG00000171222,SCAND1,hg38
ENSG00000171223,JUNB,hg38
ENSG00000171224,FAM241B,hg38
ENSG00000171227,TMEM37,hg38
ENSG00000171234,UGT2B7,hg38
ENSG00000171236,LRG1,hg38
ENSG00000171241,SHCBP1,hg38
ENSG00000171243,SOSTDC1,hg38
ENSG00000171246,NPTX1,hg37
ENSG00000171262,FAM98B,hg38
ENSG00000171291,ZNF439,hg38
ENSG00000171295,ZNF440,hg38
ENSG00000171298,GAA,hg38
ENSG00000171302,CANT1,hg38
ENSG00000171303,KCNK3,hg38
ENSG00000171307,ZDHHC16,hg38
ENSG00000171310,CHST11,hg38
ENSG00000171311,EXOSC1,hg38
ENSG00000171314,PGAM1,hg38
ENSG00000171316,CHD7,hg38
ENSG00000171320,ESCO2,hg38
ENSG00000171345,KRT19,hg38
ENSG00000171346,KRT15,hg38
ENSG00000171357,LURAP1,hg38
ENSG00000171360,KRT38,hg38
ENSG00000171365,CLCN5,hg38
ENSG00000171368,TPPP,hg38
ENSG00000171385,KCND3,hg38
ENSG00000171388,APLN,hg38
ENSG00000171396,KRTAP4-4,hg38
ENSG00000171401,KRT13,hg38
ENSG00000171402,XAGE3,hg38
ENSG00000171403,KRT9,hg38
ENSG00000171405,XAGE5,hg38
ENSG00000171408,PDE7B,hg38
ENSG00000171421,MRPL36,hg38
ENSG00000171425,ZNF581,hg38
ENSG00000171428,NAT1,hg38
ENSG00000171431,KRT20,hg38
ENSG00000171433,GLOD5,hg38
ENSG00000171435,KSR2,hg38
ENSG00000171443,ZNF524,hg38
ENSG00000171444,MCC,hg38
ENSG00000171446,KRT27,hg38
ENSG00000171448,ZBTB26,hg38
ENSG00000171450,CDK5R2,hg38
ENSG00000171451,DSEL,hg38
ENSG00000171453,POLR1C,hg38
ENSG00000171456,ASXL1,hg38
ENSG00000171459,OR1L6,hg38
ENSG00000171462,DLK2,hg38
ENSG00000171466,ZNF562,hg38
ENSG00000171467,ZNF318,hg38
ENSG00000171469,ZNF561,hg38
ENSG00000171471,MAP1LC3B2,hg37
ENSG00000171475,WIPF2,hg38
ENSG00000171476,HOPX,hg38
ENSG00000171478,SPACA5B,hg38
ENSG00000171481,OR1L3,hg38
ENSG00000171483,SSX6P,hg38
ENSG00000171484,OR1B1,hg37
ENSG00000171487,NLRP5,hg38
ENSG00000171488,LRRC8C,hg38
ENSG00000171489,SPACA5,hg38
ENSG00000171490,RSL1D1,hg38
ENSG00000171492,LRRC8D,hg38
ENSG00000171495,MROH2B,hg38
ENSG00000171496,OR1L8,hg38
ENSG00000171497,PPID,hg38
ENSG00000171501,OR1N2,hg38
ENSG00000171502,COL24A1,hg38
ENSG00000171503,ETFDH,hg38
ENSG00000171505,OR1N1,hg38
ENSG00000171509,RXFP1,hg38
ENSG00000171517,LPAR3,hg38
ENSG00000171522,PTGER4,hg38
ENSG00000171530,TBCA,hg38
ENSG00000171532,NEUROD2,hg38
ENSG00000171533,MAP6,hg38
ENSG00000171540,OTP,hg38
ENSG00000171551,ECEL1,hg38
ENSG00000171552,BCL2L1,hg38
ENSG00000171557,FGG,hg38
ENSG00000171560,FGA,hg38
ENSG00000171561,OR2AT4,hg38
ENSG00000171564,FGB,hg38
ENSG00000171566,PLRG1,hg38
ENSG00000171570,RAB4B-EGLN2,hg38
ENSG00000171574,ZNF584,hg38
ENSG00000171587,DSCAM,hg38
ENSG00000171595,DNAI2,hg38
ENSG00000171596,NMUR1,hg38
ENSG00000171603,CLSTN1,hg38
ENSG00000171604,CXXC5,hg38
ENSG00000171606,ZNF274,hg38
ENSG00000171608,PIK3CD,hg38
ENSG00000171611,PTCRA,hg38
ENSG00000171612,SLC25A33,hg38
ENSG00000171617,ENC1,hg38
ENSG00000171621,SPSB1,hg38
ENSG00000171631,P2RY6,hg38
ENSG00000171634,BPTF,hg38
ENSG00000171643,S100Z,hg38
ENSG00000171649,ZIK1,hg38
ENSG00000171657,GPR82,hg38
ENSG00000171658,NMRAL2P,hg38
ENSG00000171659,GPR34,hg38
ENSG00000171671,SHANK2-AS3,hg38
ENSG00000171680,PLEKHG5,hg38
ENSG00000171681,ATF7IP,hg38
ENSG00000171695,LKAAEAR1,hg38
ENSG00000171700,RGS19,hg38
ENSG00000171703,TCEA2,hg38
ENSG00000171711,DEFB4A,hg38
ENSG00000171714,ANO5,hg38
ENSG00000171720,HDAC3,hg38
ENSG00000171722,SPATA46,hg38
ENSG00000171723,GPHN,hg38
ENSG00000171724,VAT1L,hg38
ENSG00000171729,TMEM51,hg38
ENSG00000171735,CAMTA1,hg38
ENSG00000171747,LGALS4,hg38
ENSG00000171757,LRRC34,hg38
ENSG00000171759,PAH,hg38
ENSG00000171763,SPATA5L1,hg38
ENSG00000171766,GATM,hg38
ENSG00000171772,SYCE1,hg38
ENSG00000171773,NXNL1,hg38
ENSG00000171777,RASGRP4,hg38
ENSG00000171786,NHLH1,hg38
ENSG00000171790,SLFNL1,hg38
ENSG00000171791,BCL2,hg38
ENSG00000171792,RHNO1,hg38
ENSG00000171793,CTPS1,hg38
ENSG00000171794,UTF1,hg38
ENSG00000171798,KNDC1,hg38
ENSG00000171804,WDR87,hg38
ENSG00000171806,METTL18,hg38
ENSG00000171811,CFAP46,hg38
ENSG00000171812,COL8A2,hg38
ENSG00000171813,PWWP2B,hg38
ENSG00000171815,PCDHB1,hg38
ENSG00000171817,ZNF540,hg38
ENSG00000171819,ANGPTL7,hg38
ENSG00000171823,FBXL14,hg38
ENSG00000171824,EXOSC10,hg38
ENSG00000171827,ZNF570,hg38
ENSG00000171840,NINJ2,hg38
ENSG00000171843,MLLT3,hg38
ENSG00000171847,FAM90A1,hg38
ENSG00000171848,RRM2,hg38
ENSG00000171853,TRAPPC12,hg38
ENSG00000171855,IFNB1,hg38
ENSG00000171858,RPS21,hg38
ENSG00000171860,C3AR1,hg38
ENSG00000171861,MRM3,hg38
ENSG00000171862,PTEN,hg38
ENSG00000171863,RPS7,hg38
ENSG00000171864,PRND,hg38
ENSG00000171865,RNASEH1,hg38
ENSG00000171867,PRNP,hg38
ENSG00000171872,KLF17,hg38
ENSG00000171873,ADRA1D,hg38
ENSG00000171877,FRMD5,hg38
ENSG00000171885,AQP4,hg38
ENSG00000171889,MIR31HG,hg38
ENSG00000171903,CYP4F11,hg38
ENSG00000171914,TLN2,hg38
ENSG00000171916,LGALS9C,hg38
ENSG00000171928,TVP23B,hg38
ENSG00000171931,FBXW10,hg38
ENSG00000171936,OR10H3,hg38
ENSG00000171940,ZNF217,hg38
ENSG00000171942,OR10H2,hg38
ENSG00000171943,SRGAP2C,hg38
ENSG00000171944,OR52A5,hg38
ENSG00000171951,SCG2,hg38
ENSG00000171953,ATPAF2,hg38
ENSG00000171954,CYP4F22,hg38
ENSG00000171956,FOXB1,hg38
ENSG00000171960,PPIH,hg38
ENSG00000171962,DRC3,hg38
ENSG00000171970,ZNF57,hg38
ENSG00000171984,SHLD1,hg38
ENSG00000171987,C11orf40,hg38
ENSG00000171988,JMJD1C,hg38
ENSG00000171989,LDHAL6B,hg38
ENSG00000171992,SYNPO,hg38
ENSG00000171999,OR52P2P,hg38
ENSG00000172000,ZNF556,hg38
ENSG00000172005,MAL,hg38
ENSG00000172006,ZNF554,hg38
ENSG00000172007,RAB33B,hg38
ENSG00000172009,THOP1,hg38
ENSG00000172014,ANKRD20A4,hg38
ENSG00000172016,REG3A,hg38
ENSG00000172020,GAP43,hg38
ENSG00000172023,REG1B,hg38
ENSG00000172031,EPHX4,hg38
ENSG00000172037,LAMB2,hg38
ENSG00000172046,USP19,hg38
ENSG00000172053,QARS,hg38
ENSG00000172057,ORMDL3,hg38
ENSG00000172058,SERF1A,hg38
ENSG00000172059,KLF11,hg38
ENSG00000172061,LRRC15,hg38
ENSG00000172062,SMN1,hg38
ENSG00000172071,EIF2AK3,hg38
ENSG00000172073,TEX37,hg38
ENSG00000172081,MOB3A,hg38
ENSG00000172086,KRCC1,hg38
ENSG00000172113,NME6,hg38
ENSG00000172115,CYCS,hg38
ENSG00000172116,CD8B,hg38
ENSG00000172123,SLFN12,hg38
ENSG00000172137,CALB2,hg38
ENSG00000172139,SLC9C1,hg38
ENSG00000172146,OR1A1,hg38
ENSG00000172148,OR7A2P,hg38
ENSG00000172150,OR1A2,hg38
ENSG00000172154,OR8I2,hg38
ENSG00000172155,LCE1D,hg38
ENSG00000172156,CCL11,hg38
ENSG00000172159,FRMD3,hg38
ENSG00000172164,SNTB1,hg38
ENSG00000172167,MTBP,hg38
ENSG00000172171,TEFM,hg38
ENSG00000172172,MRPL13,hg38
ENSG00000172175,MALT1,hg38
ENSG00000172179,PRL,hg38
ENSG00000172183,ISG20,hg38
ENSG00000172186,HMGN1P35,hg38
ENSG00000172188,OR4C11,hg38
ENSG00000172197,MBOAT1,hg38
ENSG00000172199,OR8U1,hg38
ENSG00000172201,ID4,hg38
ENSG00000172208,OR4X2,hg38
ENSG00000172209,GPR22,hg38
ENSG00000172215,CXCR6,hg38
ENSG00000172216,CEBPB,hg38
ENSG00000172232,AZU1,hg38
ENSG00000172236,TPSAB1,hg38
ENSG00000172238,ATOH1,hg38
ENSG00000172239,PAIP1,hg38
ENSG00000172243,CLEC7A,hg38
ENSG00000172244,C5orf34,hg38
ENSG00000172247,C1QTNF4,hg38
ENSG00000172250,SERHL,hg38
ENSG00000172260,NEGR1,hg38
ENSG00000172262,ZNF131,hg38
ENSG00000172264,MACROD2,hg38
ENSG00000172269,DPAGT1,hg38
ENSG00000172270,BSG,hg38
ENSG00000172273,HINFP,hg38
ENSG00000172283,PRYP4,hg38
ENSG00000172288,CDY1,hg38
ENSG00000172289,OR10V1,hg38
ENSG00000172292,CERS6,hg38
ENSG00000172294,CSPG4P4Y,hg38
ENSG00000172296,SPTLC3,hg38
ENSG00000172297,GOLGA2P3Y,hg38
ENSG00000172301,COPRS,hg38
ENSG00000172315,TP53RK,hg38
ENSG00000172318,B3GALT1,hg38
ENSG00000172320,OR5A1,hg38
ENSG00000172322,CLEC12A,hg38
ENSG00000172324,OR5A2,hg38
ENSG00000172331,BPGM,hg38
ENSG00000172336,POP7,hg38
ENSG00000172339,ALG14,hg38
ENSG00000172340,SUCLG2,hg38
ENSG00000172342,CSPG4P3Y,hg38
ENSG00000172345,STARD5,hg38
ENSG00000172346,CSDC2,hg38
ENSG00000172348,RCAN2,hg38
ENSG00000172349,IL16,hg38
ENSG00000172350,ABCG4,hg38
ENSG00000172352,CDY1B,hg38
ENSG00000172354,GNB2,hg38
ENSG00000172361,CFAP53,hg38
ENSG00000172362,OR5B12,hg38
ENSG00000172365,OR5B2,hg38
ENSG00000172366,MCRIP2,hg38
ENSG00000172367,PDZD3,hg38
ENSG00000172375,C2CD2L,hg38
ENSG00000172377,OR9I1,hg38
ENSG00000172379,ARNT2,hg38
ENSG00000172380,GNG12,hg38
ENSG00000172381,OR6Q1,hg37
ENSG00000172382,PRSS27,hg38
ENSG00000172399,MYOZ2,hg38
ENSG00000172403,SYNPO2,hg38
ENSG00000172404,DNAJB7,hg38
ENSG00000172409,CLP1,hg38
ENSG00000172410,INSL5,hg38
ENSG00000172421,EFCAB3,hg38
ENSG00000172425,TTC36,hg38
ENSG00000172426,RSPH9,hg38
ENSG00000172428,COPS9,hg38
ENSG00000172432,GTPBP2,hg38
ENSG00000172456,FGGY,hg38
ENSG00000172457,OR9G4,hg38
ENSG00000172458,IL17D,hg38
ENSG00000172459,OR5AR1,hg38
ENSG00000172460,PRSS30P,hg38
ENSG00000172461,FUT9,hg38
ENSG00000172464,OR5AP2,hg38
ENSG00000172465,TCEAL1,hg38
ENSG00000172466,ZNF24,hg38
ENSG00000172468,HSFY1,hg38
ENSG00000172469,MANEA,hg38
ENSG00000172476,RAB40A,hg38
ENSG00000172478,MAB21L4,hg38
ENSG00000172482,AGXT,hg38
ENSG00000172487,OR8J1,hg38
ENSG00000172489,OR5T3,hg38
ENSG00000172493,AFF1,hg38
ENSG00000172497,ACOT12,hg38
ENSG00000172500,FIBP,hg38
ENSG00000172508,CARNS1,hg38
ENSG00000172519,OR10H5,hg38
ENSG00000172524,TRIM40,hg38
ENSG00000172530,BANP,hg38
ENSG00000172531,PPP1CA,hg38
ENSG00000172534,HCFC1,hg38
ENSG00000172538,FAM170B,hg38
ENSG00000172543,CTSW,hg38
ENSG00000172548,NIPAL4,hg38
ENSG00000172551,MUCL1,hg38
ENSG00000172554,SNTG2,hg38
ENSG00000172568,FNDC9,hg38
ENSG00000172572,PDE3A,hg38
ENSG00000172575,RASGRP1,hg38
ENSG00000172578,KLHL6,hg38
ENSG00000172586,CHCHD1,hg38
ENSG00000172590,MRPL52,hg38
ENSG00000172594,SMPDL3A,hg38
ENSG00000172602,RND1,hg38
ENSG00000172613,RAD9A,hg38
ENSG00000172638,EFEMP2,hg38
ENSG00000172640,OR10AD1,hg38
ENSG00000172650,AGAP5,hg38
ENSG00000172653,C17orf66,hg37
ENSG00000172660,TAF15,hg37
ENSG00000172661,WASHC2C,hg38
ENSG00000172663,TMEM134,hg38
ENSG00000172667,ZMAT3,hg38
ENSG00000172671,ZFAND4,hg38
ENSG00000172673,THEMIS,hg38
ENSG00000172680,MOS,hg38
ENSG00000172687,ZNF738,hg38
ENSG00000172689,MS4A10,hg38
ENSG00000172716,SLFN11,hg38
ENSG00000172717,FAM71D,hg38
ENSG00000172724,CCL19,hg38
ENSG00000172725,CORO1B,hg38
ENSG00000172728,FUT10,hg38
ENSG00000172731,LRRC20,hg38
ENSG00000172732,MUS81,hg38
ENSG00000172733,PURG,hg38
ENSG00000172738,TMEM217,hg38
ENSG00000172742,OR4D9,hg38
ENSG00000172746,RPL12P13,hg38
ENSG00000172748,ZNF596,hg38
ENSG00000172752,COL6A5,hg38
ENSG00000172757,CFL1,hg38
ENSG00000172765,TMCC1,hg38
ENSG00000172766,NAA16,hg38
ENSG00000172769,OR5B3,hg38
ENSG00000172771,EFCAB12,hg38
ENSG00000172772,OR10W1,hg38
ENSG00000172774,OR1S1,hg37
ENSG00000172775,FAM192A,hg38
ENSG00000172780,RAB43,hg38
ENSG00000172782,FADS6,hg37
ENSG00000172785,CBWD1,hg38
ENSG00000172789,HOXC5,hg38
ENSG00000172794,RAB37,hg38
ENSG00000172795,DCP2,hg38
ENSG00000172799,ZBTB8OSP2,hg38
ENSG00000172803,SNX32,hg38
ENSG00000172809,RPL38,hg38
ENSG00000172817,CYP7B1,hg38
ENSG00000172818,OVOL1,hg38
ENSG00000172819,RARG,hg38
ENSG00000172824,CES4A,hg38
ENSG00000172828,CES3,hg38
ENSG00000172830,SSH3,hg38
ENSG00000172831,CES2,hg38
ENSG00000172840,PDP2,hg38
ENSG00000172845,SP3,hg38
ENSG00000172850,LSM2,hg38
ENSG00000172867,KRT2,hg38
ENSG00000172869,DMXL1,hg38
ENSG00000172878,METAP1D,hg38
ENSG00000172888,ZNF621,hg38
ENSG00000172889,EGFL7,hg38
ENSG00000172890,NADSYN1,hg38
ENSG00000172893,DHCR7,hg38
ENSG00000172901,LVRN,hg38
ENSG00000172912,COX6B1P3,hg38
ENSG00000172915,NBEA,hg38
ENSG00000172922,RNASEH2C,hg38
ENSG00000172927,MYEOV,hg38
ENSG00000172932,ANKRD13D,hg38
ENSG00000172935,MRGPRF,hg38
ENSG00000172936,MYD88,hg38
ENSG00000172938,MRGPRD,hg38
ENSG00000172939,OXSR1,hg38
ENSG00000172940,SLC22A13,hg38
ENSG00000172943,PHF8,hg38
ENSG00000172954,LCLAT1,hg38
ENSG00000172955,ADH6,hg38
ENSG00000172965,MIR4435-2HG,hg38
ENSG00000172967,XKR3,hg38
ENSG00000172969,FRG2C,hg38
ENSG00000172971,UNC93B3,hg38
ENSG00000172977,KAT5,hg38
ENSG00000172985,SH3RF3,hg38
ENSG00000172986,GXYLT2,hg38
ENSG00000172987,HPSE2,hg38
ENSG00000172992,DCAKD,hg38
ENSG00000172995,ARPP21,hg38
ENSG00000173011,TADA2B,hg38
ENSG00000173013,CCDC96,hg38
ENSG00000173020,GRK2,hg38
ENSG00000173039,RELA,hg38
ENSG00000173040,EVC2,hg38
ENSG00000173041,ZNF680,hg38
ENSG00000173064,HECTD4,hg38
ENSG00000173065,FAM222B,hg38
ENSG00000173068,BNC2,hg38
ENSG00000173077,DEC1,hg38
ENSG00000173080,RXFP4,hg38
ENSG00000173083,HPSE,hg38
ENSG00000173085,COQ2,hg38
ENSG00000173088,C10orf131,hg37
ENSG00000173093,CCDC63,hg38
ENSG00000173110,HSPA6,hg38
ENSG00000173113,TRMT112,hg38
ENSG00000173114,LRRN3,hg38
ENSG00000173120,KDM2A,hg38
ENSG00000173124,ACSM6,hg38
ENSG00000173137,ADCK5,hg38
ENSG00000173141,MRPL57,hg38
ENSG00000173145,NOC3L,hg38
ENSG00000173153,ESRRA,hg38
ENSG00000173156,RHOD,hg38
ENSG00000173157,ADAMTS20,hg38
ENSG00000173163,COMMD1,hg38
ENSG00000173166,RAPH1,hg38
ENSG00000173171,MTX1,hg38
ENSG00000173175,ADCY5,hg38
ENSG00000173193,PARP14,hg38
ENSG00000173198,CYSLTR1,hg38
ENSG00000173200,PARP15,hg38
ENSG00000173207,CKS1B,hg38
ENSG00000173208,ABCD2,hg38
ENSG00000173209,AHSA2P,hg38
ENSG00000173210,ABLIM3,hg38
ENSG00000173212,MAB21L3,hg38
ENSG00000173213,TUBB8P12,hg38
ENSG00000173214,MFSD4B,hg38
ENSG00000173218,VANGL1,hg38
ENSG00000173221,GLRX,hg38
ENSG00000173226,IQCB1,hg38
ENSG00000173227,SYT12,hg38
ENSG00000173230,GOLGB1,hg38
ENSG00000173231,TERF1P1,hg38
ENSG00000173237,C11orf86,hg38
ENSG00000173239,LIPM,hg38
ENSG00000173250,GPR151,hg38
ENSG00000173253,DMRT2,hg38
ENSG00000173258,ZNF483,hg38
ENSG00000173261,PLAC8L1,hg38
ENSG00000173262,SLC2A14,hg38
ENSG00000173264,GPR137,hg38
ENSG00000173267,SNCG,hg38
ENSG00000173269,MMRN2,hg38
ENSG00000173272,MZT2A,hg38
ENSG00000173273,TNKS,hg38
ENSG00000173275,ZNF449,hg38
ENSG00000173276,ZBTB21,hg38
ENSG00000173281,PPP1R3B,hg38
ENSG00000173285,OR10K1,hg38
ENSG00000173295,FAM86B3P,hg38
ENSG00000173302,GPR148,hg38
ENSG00000173320,STOX2,hg38
ENSG00000173327,MAP3K11,hg38
ENSG00000173334,TRIB1,hg38
ENSG00000173335,CST9,hg38
ENSG00000173338,KCNK7,hg38
ENSG00000173349,SFT2D3,hg38
ENSG00000173369,C1QB,hg38
ENSG00000173372,C1QA,hg38
ENSG00000173376,NDNF,hg38
ENSG00000173389,IQCF1,hg38
ENSG00000173391,OLR1,hg38
ENSG00000173401,GLIPR1L1,hg38
ENSG00000173402,DAG1,hg38
ENSG00000173404,INSM1,hg38
ENSG00000173406,DAB1,hg38
ENSG00000173409,ARV1,hg38
ENSG00000173418,NAA20,hg38
ENSG00000173421,CCDC36,hg38
ENSG00000173431,RNASE8,hg38
ENSG00000173432,SAA1,hg38
ENSG00000173436,MICOS10,hg38
ENSG00000173442,EHBP1L1,hg38
ENSG00000173451,THAP2,hg38
ENSG00000173452,TMEM196,hg38
ENSG00000173456,RNF26,hg38
ENSG00000173457,PPP1R14B,hg38
ENSG00000173464,RNASE11,hg38
ENSG00000173465,SSSCA1,hg38
ENSG00000173467,AGR3,hg38
ENSG00000173473,SMARCC1,hg38
ENSG00000173480,ZNF417,hg38
ENSG00000173482,PTPRM,hg38
ENSG00000173486,FKBP2,hg38
ENSG00000173503,LTA,hg38
ENSG00000173511,VEGFB,hg38
ENSG00000173517,PEAK1,hg38
ENSG00000173530,TNFRSF10D,hg38
ENSG00000173531,MST1,hg38
ENSG00000173535,TNFRSF10C,hg38
ENSG00000173540,GMPPB,hg38
ENSG00000173542,MOB1B,hg38
ENSG00000173545,ZNF622,hg38
ENSG00000173546,CSPG4,hg38
ENSG00000173548,SNX33,hg38
